ocel:eid,ocel:timestamp,ocel:activity,ocel:type:orders,ocel:type:customers,ocel:type:items,ocel:type:products,ocel:type:employees,ocel:type:packages
pick_i-887260,2024-03-20 23:44:48+00:00,pick item,,,['i-887260'],['iPhone 11'],['Marco Pegoraro'],
pick_i-887574,2024-03-21 00:15:21+00:00,pick item,,,['i-887574'],['iPad Air'],['Christopher Schwanen'],
pick_i-887585,2024-03-21 00:33:10+00:00,pick item,,,['i-887585'],['Echo Dot'],['Detlef Wetzeler'],
create_p-661055,2024-03-21 00:38:29+00:00,create package,,,"['i-887150', 'i-887498']","['iPhone X', 'iPad']",['Christopher Schwanen'],['p-661055']
pick_i-887583,2024-03-21 00:38:29+00:00,pick item,,,['i-887583'],['iPhone 11 Pro'],['Benedikt Knopp'],
pick_i-887617,2024-03-21 00:42:12+00:00,pick item,,,['i-887617'],['Echo Show 8'],['Christopher Schwanen'],
create_p-661056,2024-03-21 00:54:32+00:00,create package,,,"['i-887512', 'i-887556', 'i-887557', 'i-887560', 'i-887511']","['Echo Studio', 'iPhone 11 Pro', 'MacBook Air', 'iPhone 11 Pro', 'Kindle Paperwhite']",['Mahsa Bafrani'],['p-661056']
pick_i-887613,2024-03-21 00:54:32+00:00,pick item,,,['i-887613'],['iPad mini'],['Leah Tacke genannt Unterberg'],
confirm_o-991972,2024-03-21 00:58:31+00:00,confirm order,['o-991972'],['Baltic Wave Energies Ltd.'],['i-887615'],['Echo Plus'],['Christine von Dobbert'],
pick_i-887581,2024-03-21 02:25:05+00:00,pick item,,,['i-887581'],['iPad Pro'],['Marco Pegoraro'],
out_of_stock_i-887478,2024-03-21 03:14:06+00:00,item out of stock,,,['i-887478'],['Echo'],['Leah Tacke genannt Unterberg'],
deliver_p-661051,2024-03-21 03:14:13+00:00,package delivered,,,['i-887194'],['Echo Plus'],['Alessandro Berti'],['p-661051']
pay_o-991886,2024-03-21 03:27:44+00:00,pay order,['o-991886'],,"['i-887309', 'i-887310', 'i-887311', 'i-887312', 'i-887313']","['Echo Studio', 'MacBook Pro', 'iPhone X', 'iPad', 'iPhone 8']",,
pick_i-887591,2024-03-21 03:56:59+00:00,pick item,,,['i-887591'],['Kindle Paperwhite'],['Nina Graves'],
pick_i-887606,2024-03-21 04:22:36+00:00,pick item,,,['i-887606'],['iPad'],['Leah Tacke genannt Unterberg'],
reorder_i-887352,2024-03-21 05:08:13+00:00,reorder item,,,['i-887352'],['iPad mini'],['Detlef Wetzeler'],
pick_i-887593,2024-03-21 05:08:32+00:00,pick item,,,['i-887593'],['iPhone 11'],['Benedikt Knopp'],
create_p-661057,2024-03-21 05:14:11+00:00,create package,,,"['i-887536', 'i-887540', 'i-887312', 'i-887250', 'i-887592', 'i-887594', 'i-887311', 'i-887591', 'i-887593', 'i-887164']","['iPad Air', 'iPhone 11', 'iPad', 'Kindle', 'MacBook Air', 'Echo Dot', 'iPhone X', 'Kindle Paperwhite', 'iPhone 11', 'iPad mini']",['Benedikt Knopp'],['p-661057']
pick_i-887623,2024-03-21 05:14:11+00:00,pick item,,,['i-887623'],['MacBook Pro'],['Benedikt Knopp'],
send_p-661055,2024-03-21 05:18:38+00:00,send package,,,"['i-887150', 'i-887498']","['iPhone X', 'iPad']","['Gyunam Park', 'Mahsa Bafrani']",['p-661055']
confirm_o-991975,2024-03-21 05:35:15+00:00,confirm order,['o-991975'],['Balkan Minerals d.o.o.'],"['i-887623', 'i-887624', 'i-887625']","['MacBook Pro', 'Kindle Paperwhite', 'iPad mini']",['Christine von Dobbert'],
send_p-661056,2024-03-21 05:50:22+00:00,send package,,,"['i-887512', 'i-887556', 'i-887557', 'i-887560', 'i-887511']","['Echo Studio', 'iPhone 11 Pro', 'MacBook Air', 'iPhone 11 Pro', 'Kindle Paperwhite']","['Gyunam Park', 'Mahsa Bafrani']",['p-661056']
pick_i-887573,2024-03-21 05:58:50+00:00,pick item,,,['i-887573'],['iPad Pro'],['Christopher Schwanen'],
confirm_o-991974,2024-03-21 06:54:21+00:00,confirm order,['o-991974'],['Pantheon Art Gallery Kft.'],"['i-887618', 'i-887619', 'i-887620', 'i-887621', 'i-887622']","['iPhone X', 'Echo Show 5', 'Fire Stick', 'iPhone 8', 'MacBook Air']",['Istvan Koren'],
pick_i-887586,2024-03-21 07:15:28+00:00,pick item,,,['i-887586'],['Fire Stick'],['Benedikt Knopp'],
out_of_stock_i-887463,2024-03-21 07:34:56+00:00,item out of stock,,,['i-887463'],['Echo Show 8'],['Mahsa Bafrani'],
pick_i-887597,2024-03-21 08:38:47+00:00,pick item,,,['i-887597'],['iPad Pro'],['Leah Tacke genannt Unterberg'],
deliver_p-661052,2024-03-21 08:48:26+00:00,package delivered,,,"['i-887504', 'i-887503', 'i-887527', 'i-887528', 'i-887529', 'i-887530', 'i-887473']","['Echo', 'Echo Studio', 'iPad', 'iPhone 11', 'Echo Studio', 'MacBook Air', 'Kindle']",['Majid Rafiei'],['p-661052']
reorder_i-887477,2024-03-21 08:54:52+00:00,reorder item,,,['i-887477'],['iPhone 11'],['Christopher Schwanen'],
out_of_stock_i-887479,2024-03-21 08:55:13+00:00,item out of stock,,,['i-887479'],['iPad'],['Detlef Wetzeler'],
place_o-991985,2024-03-21 09:00:22+00:00,place order,['o-991985'],['Golden Fleece Textiles S.A.R.L.'],['i-887652'],['Echo Studio'],,
reorder_i-887315,2024-03-21 09:21:40+00:00,reorder item,,,['i-887315'],['Echo Dot'],['Christopher Schwanen'],
pick_i-887611,2024-03-21 09:25:37+00:00,pick item,,,['i-887611'],['iPhone 8'],['Benedikt Knopp'],
out_of_stock_i-887505,2024-03-21 09:29:13+00:00,item out of stock,,,['i-887505'],['Kindle'],['Leah Tacke genannt Unterberg'],
send_p-661057,2024-03-21 09:59:56+00:00,send package,,,"['i-887536', 'i-887540', 'i-887312', 'i-887250', 'i-887592', 'i-887594', 'i-887311', 'i-887591', 'i-887593', 'i-887164']","['iPad Air', 'iPhone 11', 'iPad', 'Kindle', 'MacBook Air', 'Echo Dot', 'iPhone X', 'Kindle Paperwhite', 'iPhone 11', 'iPad mini']","['Gyunam Park', 'Nina Graves']",['p-661057']
place_o-991986,2024-03-21 10:18:50+00:00,place order,['o-991986'],['Eastern Oak Insurance Zrt.'],"['i-887653', 'i-887654', 'i-887655', 'i-887656', 'i-887657']","['Echo Dot', 'iPhone 11', 'iPhone X', 'iPad', 'Fire Stick 4K']",,
confirm_o-991976,2024-03-21 10:37:28+00:00,confirm order,['o-991976'],['Pantheon Art Gallery Kft.'],"['i-887626', 'i-887627', 'i-887628', 'i-887629']","['Echo Dot', 'Fire Stick 4K', 'MacBook Air', 'Echo Studio']",['Istvan Koren'],
pay_o-991852,2024-03-21 10:59:17+00:00,pay order,['o-991852'],,"['i-887169', 'i-887170', 'i-887171', 'i-887172']","['Fire Stick', 'iPad', 'Kindle Paperwhite', 'Echo Dot']",,
pay_o-991889,2024-03-21 11:11:09+00:00,pay order,['o-991889'],,"['i-887327', 'i-887328', 'i-887329']","['Echo Show 8', 'iPhone 11', 'Echo Show 5']",,
place_o-991987,2024-03-21 11:55:46+00:00,place order,['o-991987'],['Baltic Wave Energies Ltd.'],"['i-887658', 'i-887659', 'i-887660', 'i-887661', 'i-887662']","['Echo Show 8', 'Echo Dot', 'Fire Stick', 'iPhone 11 Pro', 'Echo Studio']",,
pick_i-887608,2024-03-21 11:56:11+00:00,pick item,,,['i-887608'],['iPhone 11'],['Mahsa Bafrani'],
pick_i-887600,2024-03-21 12:16:08+00:00,pick item,,,['i-887600'],['MacBook Pro'],['Leah Tacke genannt Unterberg'],
pick_i-887276,2024-03-21 12:50:00+00:00,pick item,,,['i-887276'],['iPad mini'],['Benedikt Knopp'],
pick_i-887599,2024-03-21 13:41:08+00:00,pick item,,,['i-887599'],['MacBook Air'],['Mahsa Bafrani'],
pick_i-887601,2024-03-21 13:52:53+00:00,pick item,,,['i-887601'],['Fire Stick 4K'],['Benedikt Knopp'],
place_o-991988,2024-03-21 14:09:37+00:00,place order,['o-991988'],['Balkan Minerals d.o.o.'],"['i-887663', 'i-887664']","['iPhone 8', 'Kindle Paperwhite']",,
reorder_i-887408,2024-03-21 14:44:19+00:00,reorder item,,,['i-887408'],['MacBook Pro'],['Benedikt Knopp'],
pay_o-991864,2024-03-21 14:56:59+00:00,pay order,['o-991864'],,"['i-887220', 'i-887221', 'i-887222', 'i-887223', 'i-887224', 'i-887225', 'i-887226', 'i-887227']","['Echo Studio', 'iPad', 'MacBook Air', 'Kindle', 'Echo Show 5', 'iPad Air', 'iPhone 11 Pro', 'MacBook Pro']",,
place_o-991989,2024-03-21 15:37:20+00:00,place order,['o-991989'],['Vesta Fashion House GmbH'],"['i-887665', 'i-887666', 'i-887667']","['MacBook Pro', 'iPhone 11', 'Echo Plus']",,
reorder_i-887364,2024-03-21 16:17:23+00:00,reorder item,,,['i-887364'],['Echo Studio'],['Leah Tacke genannt Unterberg'],
create_p-661058,2024-03-21 17:02:34+00:00,create package,,,"['i-887538', 'i-887558', 'i-887559', 'i-887584', 'i-887578', 'i-887580', 'i-887576', 'i-887577', 'i-887583', 'i-887581', 'i-887537']","['Echo Show 5', 'iPhone X', 'iPhone 11 Pro', 'Echo Show 8', 'iPad', 'Fire Stick', 'iPhone 8', 'iPad mini', 'iPhone 11 Pro', 'iPad Pro', 'Echo']",['Detlef Wetzeler'],['p-661058']
pick_i-887176,2024-03-21 17:02:34+00:00,pick item,,,['i-887176'],['iPhone 8'],['Marco Pegoraro'],
pick_i-887297,2024-03-21 17:03:28+00:00,pick item,,,['i-887297'],['Echo Show 5'],['Marco Pegoraro'],
reorder_i-887420,2024-03-21 17:24:28+00:00,reorder item,,,['i-887420'],['iPhone X'],['Mahsa Bafrani'],
reminder_o-991825_465,2024-03-21 17:29:21+00:00,payment reminder,['o-991825'],,"['i-887079', 'i-887080']","['MacBook Pro', 'Echo Plus']",,
place_o-991990,2024-03-21 17:32:46+00:00,place order,['o-991990'],['Danube Pharmaceuticals BV'],"['i-887668', 'i-887669', 'i-887670', 'i-887671', 'i-887672']","['Echo Studio', 'iPad', 'iPhone 11', 'iPad Air', 'Echo']",,
reorder_i-887383,2024-03-21 17:37:12+00:00,reorder item,,,['i-887383'],['Echo Plus'],['Nina Graves'],
pick_i-887582,2024-03-21 17:44:03+00:00,pick item,,,['i-887582'],['iPad'],['Detlef Wetzeler'],
reorder_i-887428,2024-03-21 18:27:11+00:00,reorder item,,,['i-887428'],['iPhone 11 Pro'],['Detlef Wetzeler'],
pick_i-887626,2024-03-21 18:47:34+00:00,pick item,,,['i-887626'],['Echo Dot'],['Benedikt Knopp'],
place_o-991991,2024-03-21 19:23:37+00:00,place order,['o-991991'],['SwissPeak Timepieces AG'],"['i-887673', 'i-887674']","['Fire Stick 4K', 'Kindle']",,
pay_o-991885,2024-03-21 19:48:37+00:00,pay order,['o-991885'],,"['i-887298', 'i-887299', 'i-887300', 'i-887301', 'i-887302', 'i-887303', 'i-887304', 'i-887305', 'i-887306', 'i-887307', 'i-887308']","['iPad mini', 'MacBook Air', 'Echo Plus', 'Kindle Paperwhite', 'iPhone X', 'iPhone 11', 'Echo Studio', 'Fire Stick', 'Echo Show 8', 'MacBook Air', 'iPad Air']",,
pick_i-887603,2024-03-21 20:19:06+00:00,pick item,,,['i-887603'],['iPhone 8'],['Detlef Wetzeler'],
pick_i-887607,2024-03-21 20:24:00+00:00,pick item,,,['i-887607'],['MacBook Pro'],['Christopher Schwanen'],
pick_i-887610,2024-03-21 20:26:02+00:00,pick item,,,['i-887610'],['Fire Stick'],['Detlef Wetzeler'],
reorder_i-887279,2024-03-21 21:12:54+00:00,reorder item,,,['i-887279'],['MacBook Air'],['Christopher Schwanen'],
out_of_stock_i-887490,2024-03-21 21:21:42+00:00,item out of stock,,,['i-887490'],['Echo Show 8'],['Nina Graves'],
confirm_o-991977,2024-03-21 21:41:34+00:00,confirm order,['o-991977'],['Danube Pharmaceuticals BV'],['i-887630'],['iPhone 11 Pro'],['Christine von Dobbert'],
deliver_p-661054,2024-03-21 21:47:04+00:00,package delivered,,,"['i-887502', 'i-887123', 'i-887546', 'i-887182', 'i-887242', 'i-887547', 'i-887543', 'i-887544', 'i-887542', 'i-887548', 'i-887227', 'i-887241', 'i-887598', 'i-887500']","['iPhone 11', 'MacBook Air', 'MacBook Pro', 'Echo Show 5', 'MacBook Air', 'Echo Show 8', 'Echo Show 8', 'Echo', 'iPhone X', 'iPhone X', 'MacBook Pro', 'iPhone 8', 'Fire Stick', 'Echo Plus']",['Alessandro Berti'],['p-661054']
pick_i-887621,2024-03-21 22:07:36+00:00,pick item,,,['i-887621'],['iPhone 8'],['Christopher Schwanen'],
pick_i-887595,2024-03-21 22:10:09+00:00,pick item,,,['i-887595'],['Echo'],['Detlef Wetzeler'],
pick_i-887625,2024-03-21 22:22:36+00:00,pick item,,,['i-887625'],['iPad mini'],['Marco Pegoraro'],
place_o-991992,2024-03-21 22:23:26+00:00,place order,['o-991992'],['Mediterranea Luxury Cruises S.p.A.'],"['i-887675', 'i-887676', 'i-887677', 'i-887678', 'i-887679', 'i-887680']","['Fire Stick', 'MacBook Air', 'Kindle', 'iPhone 11', 'iPad', 'Echo Show 8']",,
send_p-661058,2024-03-21 22:29:38+00:00,send package,,,"['i-887538', 'i-887558', 'i-887559', 'i-887584', 'i-887578', 'i-887580', 'i-887576', 'i-887577', 'i-887583', 'i-887581', 'i-887537']","['Echo Show 5', 'iPhone X', 'iPhone 11 Pro', 'Echo Show 8', 'iPad', 'Fire Stick', 'iPhone 8', 'iPad mini', 'iPhone 11 Pro', 'iPad Pro', 'Echo']","['Eduardo Goulart Rocha', 'Detlef Wetzeler']",['p-661058']
reorder_i-887458,2024-03-21 22:44:03+00:00,reorder item,,,['i-887458'],['Echo Show 8'],['Marco Pegoraro'],
pick_i-887619,2024-03-21 23:56:22+00:00,pick item,,,['i-887619'],['Echo Show 5'],['Mahsa Bafrani'],
create_p-661059,2024-03-22 00:34:47+00:00,create package,,,"['i-887260', 'i-887265']","['iPhone 11', 'Echo Dot']",['Christopher Schwanen'],['p-661059']
pick_i-887308,2024-03-22 00:34:47+00:00,pick item,,,['i-887308'],['iPad Air'],['Nina Graves'],
confirm_o-991978,2024-03-22 00:57:04+00:00,confirm order,['o-991978'],['AlpenTech Innovations AG'],"['i-887631', 'i-887632']","['iPhone 8', 'Fire Stick']",['Wil van der Aalst'],
pick_i-887624,2024-03-22 00:57:11+00:00,pick item,,,['i-887624'],['Kindle Paperwhite'],['Christopher Schwanen'],
pay_o-991933,2024-03-22 01:00:13+00:00,pay order,['o-991933'],,"['i-887484', 'i-887485']","['Kindle', 'MacBook Air']",,
confirm_o-991979,2024-03-22 01:07:23+00:00,confirm order,['o-991979'],['Nordica Systems GmbH'],"['i-887633', 'i-887634']","['Fire Stick', 'iPad mini']",['Mara Nitschke'],
create_p-661060,2024-03-22 01:47:44+00:00,create package,,,"['i-887550', 'i-887553', 'i-887561', 'i-887562', 'i-887563', 'i-887564', 'i-887600', 'i-887599', 'i-887601', 'i-887308', 'i-887552']","['Kindle', 'Echo Show 5', 'iPad Pro', 'MacBook Pro', 'Echo Show 5', 'iPad mini', 'MacBook Pro', 'MacBook Air', 'Fire Stick 4K', 'iPad Air', 'Echo Show 5']",['Nina Graves'],['p-661060']
pick_i-887359,2024-03-22 01:47:44+00:00,pick item,,,['i-887359'],['MacBook Air'],['Marco Pegoraro'],
confirm_o-991980,2024-03-22 03:11:29+00:00,confirm order,['o-991980'],['Pantheon Art Gallery Kft.'],"['i-887635', 'i-887636', 'i-887637', 'i-887638']","['iPad Pro', 'iPad', 'iPhone 11 Pro', 'iPhone 11 Pro']",['Istvan Koren'],
reorder_i-887388,2024-03-22 03:23:53+00:00,reorder item,,,['i-887388'],['Echo Show 8'],['Leah Tacke genannt Unterberg'],
pick_i-887628,2024-03-22 03:36:49+00:00,pick item,,,['i-887628'],['MacBook Air'],['Benedikt Knopp'],
pick_i-887635,2024-03-22 04:11:34+00:00,pick item,,,['i-887635'],['iPad Pro'],['Christopher Schwanen'],
pick_i-887612,2024-03-22 04:18:59+00:00,pick item,,,['i-887612'],['Fire Stick 4K'],['Mahsa Bafrani'],
confirm_o-991983,2024-03-22 04:32:52+00:00,confirm order,['o-991983'],['Iberian Sun Solaridades SA'],"['i-887646', 'i-887647', 'i-887648']","['MacBook Air', 'iPad mini', 'Echo']",['Christine von Dobbert'],
confirm_o-991982,2024-03-22 04:40:15+00:00,confirm order,['o-991982'],['Riviera Robotics SAS'],"['i-887642', 'i-887643', 'i-887644', 'i-887645']","['iPad', 'Echo Studio', 'MacBook Air', 'iPhone 8']",['Istvan Koren'],
fail_p-661053_305,2024-03-22 05:03:12+00:00,failed delivery,,,"['i-887480', 'i-887246', 'i-887523', 'i-887513', 'i-887532', 'i-887526', 'i-887524', 'i-887533', 'i-887587', 'i-887482']","['Kindle Paperwhite', 'Echo', 'MacBook Pro', 'MacBook Pro', 'iPhone X', 'MacBook Air', 'Echo Dot', 'Echo Show 5', 'iPad Pro', 'iPhone X']",['Majid Rafiei'],['p-661053']
pick_i-887648,2024-03-22 05:31:39+00:00,pick item,,,['i-887648'],['Echo'],['Detlef Wetzeler'],
confirm_o-991981,2024-03-22 05:49:33+00:00,confirm order,['o-991981'],['Danube Pharmaceuticals BV'],"['i-887639', 'i-887640', 'i-887641']","['Echo Show 5', 'MacBook Pro', 'iPad mini']",['Christine von Dobbert'],
send_p-661059,2024-03-22 05:50:21+00:00,send package,,,"['i-887260', 'i-887265']","['iPhone 11', 'Echo Dot']","['Yisong Zhang', 'Christopher Schwanen']",['p-661059']
pick_i-887609,2024-03-22 06:18:00+00:00,pick item,,,['i-887609'],['iPad'],['Detlef Wetzeler'],
reorder_i-887452,2024-03-22 06:19:28+00:00,reorder item,,,['i-887452'],['Fire Stick'],['Christopher Schwanen'],
deliver_p-661050,2024-03-22 06:30:28+00:00,package delivered,,,"['i-887492', 'i-887494', 'i-887493', 'i-887507', 'i-887196', 'i-887506', 'i-887179']","['Echo Studio', 'iPad Pro', 'Echo Studio', 'iPad mini', 'iPhone 11 Pro', 'Echo', 'Echo Studio']",['Eduardo Goulart Rocha'],['p-661050']
send_p-661060,2024-03-22 06:53:11+00:00,send package,,,"['i-887550', 'i-887553', 'i-887561', 'i-887562', 'i-887563', 'i-887564', 'i-887600', 'i-887599', 'i-887601', 'i-887308', 'i-887552']","['Kindle', 'Echo Show 5', 'iPad Pro', 'MacBook Pro', 'Echo Show 5', 'iPad mini', 'MacBook Pro', 'MacBook Air', 'Fire Stick 4K', 'iPad Air', 'Echo Show 5']","['Viki Peeva', 'Mahsa Bafrani']",['p-661060']
pick_i-887257,2024-03-22 07:08:57+00:00,pick item,,,['i-887257'],['iPhone 8'],['Marco Pegoraro'],
pay_o-991882,2024-03-22 07:41:04+00:00,pay order,['o-991882'],,"['i-887288', 'i-887289', 'i-887290', 'i-887291', 'i-887292', 'i-887293']","['iPhone 8', 'MacBook Pro', 'iPad', 'iPhone 8', 'Fire Stick 4K', 'iPad Air']",,
reminder_o-991918_466,2024-03-22 08:18:50+00:00,payment reminder,['o-991918'],,"['i-887427', 'i-887428', 'i-887429', 'i-887430']","['iPhone 11', 'iPhone 11 Pro', 'Kindle', 'Kindle']",,
pick_i-887616,2024-03-22 08:34:27+00:00,pick item,,,['i-887616'],['Echo Show 8'],['Marco Pegoraro'],
place_o-991993,2024-03-22 08:35:03+00:00,place order,['o-991993'],['Celtica Green Farms Oy'],"['i-887681', 'i-887682', 'i-887683', 'i-887684']","['Echo Show 5', 'MacBook Pro', 'MacBook Pro', 'iPhone 11 Pro']",,
pick_i-887618,2024-03-22 09:07:34+00:00,pick item,,,['i-887618'],['iPhone X'],['Mahsa Bafrani'],
pick_i-887270,2024-03-22 09:15:47+00:00,pick item,,,['i-887270'],['iPhone 11'],['Leah Tacke genannt Unterberg'],
pick_i-887622,2024-03-22 09:25:20+00:00,pick item,,,['i-887622'],['MacBook Air'],['Mahsa Bafrani'],
create_p-661061,2024-03-22 09:36:37+00:00,create package,,,"['i-887275', 'i-887281', 'i-887276', 'i-887190']","['iPhone 11 Pro', 'iPhone 11', 'iPad mini', 'Echo Show 5']",['Christopher Schwanen'],['p-661061']
pick_i-887258,2024-03-22 09:36:37+00:00,pick item,,,['i-887258'],['iPad mini'],['Mahsa Bafrani'],
pick_i-887650,2024-03-22 09:38:57+00:00,pick item,,,['i-887650'],['MacBook Air'],['Christopher Schwanen'],
reminder_o-991798_467,2024-03-22 09:52:05+00:00,payment reminder,['o-991798'],,"['i-886983', 'i-886984', 'i-886985', 'i-886986', 'i-886987', 'i-886988', 'i-886989', 'i-886990', 'i-886991']","['Kindle Paperwhite', 'Echo Show 5', 'Kindle Paperwhite', 'Kindle Paperwhite', 'iPad Air', 'iPhone X', 'Echo Dot', 'iPhone 11', 'iPhone 11']",,
pay_o-991880,2024-03-22 10:19:12+00:00,pay order,['o-991880'],,"['i-887281', 'i-887282', 'i-887283', 'i-887284']","['iPhone 11', 'Fire Stick 4K', 'Kindle', 'Echo Studio']",,
place_o-991994,2024-03-22 10:40:40+00:00,place order,['o-991994'],['Eastern Oak Insurance Zrt.'],"['i-887685', 'i-887686', 'i-887687']","['iPhone 11', 'Echo', 'Echo Show 8']",,
reminder_o-991867_468,2024-03-22 10:46:50+00:00,payment reminder,['o-991867'],,"['i-887235', 'i-887236']","['Kindle', 'Fire Stick 4K']",,
pick_i-887380,2024-03-22 11:24:43+00:00,pick item,,,['i-887380'],['iPhone 11'],['Mahsa Bafrani'],
confirm_o-991984,2024-03-22 12:34:30+00:00,confirm order,['o-991984'],['Vesta Fashion House GmbH'],"['i-887649', 'i-887650', 'i-887651']","['iPhone X', 'MacBook Air', 'MacBook Pro']",['Jan Niklas Adams'],
place_o-991995,2024-03-22 12:39:26+00:00,place order,['o-991995'],['Pantheon Art Gallery Kft.'],"['i-887688', 'i-887689', 'i-887690', 'i-887691', 'i-887692', 'i-887693']","['Kindle', 'Echo', 'Echo Plus', 'iPhone 8', 'Fire Stick', 'Fire Stick 4K']",,
pick_i-887632,2024-03-22 13:13:28+00:00,pick item,,,['i-887632'],['Fire Stick'],['Mahsa Bafrani'],
send_p-661061,2024-03-22 14:20:04+00:00,send package,,,"['i-887275', 'i-887281', 'i-887276', 'i-887190']","['iPhone 11 Pro', 'iPhone 11', 'iPad mini', 'Echo Show 5']","['Eduardo Goulart Rocha', 'Benedikt Knopp']",['p-661061']
place_o-991996,2024-03-22 14:36:57+00:00,place order,['o-991996'],['AlpenTech Innovations AG'],['i-887694'],['iPad Air'],,
create_p-661062,2024-03-22 14:39:18+00:00,create package,,,"['i-887617', 'i-887616', 'i-887170']","['Echo Show 8', 'Echo Show 8', 'iPad']",['Detlef Wetzeler'],['p-661062']
pick_i-887631,2024-03-22 14:39:18+00:00,pick item,,,['i-887631'],['iPhone 8'],['Mahsa Bafrani'],
pay_o-991878,2024-03-22 15:06:24+00:00,pay order,['o-991878'],,"['i-887273', 'i-887274']","['iPhone 11', 'Echo']",,
deliver_p-661055,2024-03-22 15:50:43+00:00,package delivered,,,"['i-887150', 'i-887498']","['iPhone X', 'iPad']",['Gyunam Park'],['p-661055']
reorder_i-887437,2024-03-22 16:02:36+00:00,reorder item,,,['i-887437'],['Echo Show 5'],['Christopher Schwanen'],
pick_i-887649,2024-03-22 16:07:09+00:00,pick item,,,['i-887649'],['iPhone X'],['Leah Tacke genannt Unterberg'],
place_o-991997,2024-03-22 16:32:00+00:00,place order,['o-991997'],['Danube Pharmaceuticals BV'],"['i-887695', 'i-887696', 'i-887697', 'i-887698', 'i-887699']","['Kindle Paperwhite', 'Fire Stick', 'Echo Show 5', 'iPad mini', 'Echo Plus']",,
pay_o-991876,2024-03-22 17:09:15+00:00,pay order,['o-991876'],,"['i-887260', 'i-887261', 'i-887262', 'i-887263', 'i-887264', 'i-887265']","['iPhone 11', 'Echo Dot', 'Echo Show 5', 'Echo Show 5', 'iPhone X', 'Echo Dot']",,
pay_o-991890,2024-03-22 17:18:50+00:00,pay order,['o-991890'],,"['i-887330', 'i-887331', 'i-887332']","['Echo Studio', 'iPhone 11', 'MacBook Pro']",,
confirm_o-991985,2024-03-22 17:35:02+00:00,confirm order,['o-991985'],['Golden Fleece Textiles S.A.R.L.'],['i-887652'],['Echo Studio'],['Mara Nitschke'],
deliver_p-661056,2024-03-22 17:43:47+00:00,package delivered,,,"['i-887512', 'i-887556', 'i-887557', 'i-887560', 'i-887511']","['Echo Studio', 'iPhone 11 Pro', 'MacBook Air', 'iPhone 11 Pro', 'Kindle Paperwhite']",['Gyunam Park'],['p-661056']
place_o-991998,2024-03-22 18:22:06+00:00,place order,['o-991998'],['Nordica Systems GmbH'],"['i-887700', 'i-887701', 'i-887702', 'i-887703', 'i-887704']","['Echo Dot', 'Echo Studio', 'iPad Air', 'iPad Air', 'iPad']",,
send_p-661062,2024-03-22 19:41:57+00:00,send package,,,"['i-887617', 'i-887616', 'i-887170']","['Echo Show 8', 'Echo Show 8', 'iPad']","['Yisong Zhang', 'Benedikt Knopp']",['p-661062']
pick_i-887274,2024-03-22 19:53:37+00:00,pick item,,,['i-887274'],['Echo'],['Nina Graves'],
reorder_i-887348,2024-03-22 19:56:02+00:00,reorder item,,,['i-887348'],['Kindle Paperwhite'],['Marco Pegoraro'],
create_p-661063,2024-03-22 20:26:50+00:00,create package,,,"['i-887573', 'i-887611', 'i-887610', 'i-887609', 'i-887572']","['iPad Pro', 'iPhone 8', 'Fire Stick', 'iPad', 'Echo Studio']",['Marco Pegoraro'],['p-661063']
pick_i-887656,2024-03-22 20:26:50+00:00,pick item,,,['i-887656'],['iPad'],['Christopher Schwanen'],
place_o-991999,2024-03-22 20:42:29+00:00,place order,['o-991999'],['Eastern Oak Insurance Zrt.'],['i-887705'],['Echo Show 8'],,
pick_i-887647,2024-03-22 21:08:19+00:00,pick item,,,['i-887647'],['iPad mini'],['Christopher Schwanen'],
confirm_o-991988,2024-03-22 21:30:38+00:00,confirm order,['o-991988'],['Balkan Minerals d.o.o.'],"['i-887663', 'i-887664']","['iPhone 8', 'Kindle Paperwhite']",['Christine von Dobbert'],
reorder_i-887396,2024-03-22 21:47:35+00:00,reorder item,,,['i-887396'],['Fire Stick'],['Christopher Schwanen'],
pick_i-887652,2024-03-22 21:57:26+00:00,pick item,,,['i-887652'],['Echo Studio'],['Benedikt Knopp'],
pick_i-887639,2024-03-22 22:09:07+00:00,pick item,,,['i-887639'],['Echo Show 5'],['Detlef Wetzeler'],
pick_i-887662,2024-03-22 22:15:46+00:00,pick item,,,['i-887662'],['Echo Studio'],['Nina Graves'],
create_p-661064,2024-03-22 22:24:29+00:00,create package,,,"['i-887571', 'i-887566', 'i-887342', 'i-887623', 'i-887625', 'i-887624', 'i-887569']","['Echo Show 8', 'MacBook Air', 'Echo Plus', 'MacBook Pro', 'iPad mini', 'Kindle Paperwhite', 'iPad']",['Leah Tacke genannt Unterberg'],['p-661064']
pick_i-887651,2024-03-22 22:24:29+00:00,pick item,,,['i-887651'],['MacBook Pro'],['Detlef Wetzeler'],
pick_i-887644,2024-03-22 22:48:24+00:00,pick item,,,['i-887644'],['MacBook Air'],['Nina Graves'],
confirm_o-991987,2024-03-22 23:35:14+00:00,confirm order,['o-991987'],['Baltic Wave Energies Ltd.'],"['i-887658', 'i-887659', 'i-887660', 'i-887661', 'i-887662']","['Echo Show 8', 'Echo Dot', 'Fire Stick', 'iPhone 11 Pro', 'Echo Studio']",['Mara Nitschke'],
pick_i-887657,2024-03-22 23:55:06+00:00,pick item,,,['i-887657'],['Fire Stick 4K'],['Marco Pegoraro'],
