ocel:eid,ocel:timestamp,ocel:activity,ocel:type:orders,ocel:type:customers,ocel:type:items,ocel:type:products,ocel:type:employees,ocel:type:packages
pick_i-886030,2024-01-24 14:30:01+00:00,pick item,,,['i-886030'],['Fire Stick 4K'],['Mahsa Bafrani'],
place_o-991649,2024-01-24 15:27:12+00:00,place order,['o-991649'],['Riviera Robotics SAS'],"['i-886410', 'i-886411']","['MacBook Air', 'Fire Stick 4K']",,
pick_i-886364,2024-01-24 15:52:07+00:00,pick item,,,['i-886364'],['Echo'],['Marco Pegoraro'],
confirm_o-991638,2024-01-24 16:36:58+00:00,confirm order,['o-991638'],['Balkan Minerals d.o.o.'],['i-886366'],['Fire Stick 4K'],['Christine von Dobbert'],
pay_o-991546,2024-01-24 16:43:33+00:00,pay order,['o-991546'],,"['i-886008', 'i-886009', 'i-886010']","['Echo Show 8', 'Echo Dot', 'iPhone X']",,
create_p-660876,2024-01-24 16:44:48+00:00,create package,,,"['i-886288', 'i-885962', 'i-886283', 'i-886284', 'i-886329', 'i-886328', 'i-885965', 'i-886022', 'i-886287']","['iPhone 8', 'iPhone 11 Pro', 'Echo Studio', 'iPad Pro', 'Kindle Paperwhite', 'MacBook Air', 'iPad Air', 'iPad Air', 'Kindle Paperwhite']",['Benedikt Knopp'],['p-660876']
pick_i-886035,2024-01-24 16:44:48+00:00,pick item,,,['i-886035'],['MacBook Air'],['Christopher Schwanen'],
pay_o-991562,2024-01-24 16:47:18+00:00,pay order,['o-991562'],,"['i-886077', 'i-886078', 'i-886079', 'i-886080', 'i-886081']","['iPhone 11 Pro', 'Echo Show 8', 'iPhone 11 Pro', 'Echo', 'MacBook Air']",,
place_o-991650,2024-01-24 17:12:30+00:00,place order,['o-991650'],['Danube Pharmaceuticals BV'],"['i-886412', 'i-886413', 'i-886414', 'i-886415']","['iPhone 8', 'iPad Air', 'Kindle Paperwhite', 'iPad']",,
deliver_p-660869,2024-01-24 18:10:46+00:00,package delivered,,,"['i-886238', 'i-886239', 'i-886243', 'i-886235', 'i-886240', 'i-886241', 'i-886237', 'i-886265', 'i-886294', 'i-885894']","['iPhone 11 Pro', 'MacBook Air', 'Echo Show 8', 'iPhone 11 Pro', 'Fire Stick', 'iPhone 11 Pro', 'iPad Pro', 'Kindle Paperwhite', 'Echo Studio', 'iPhone 11']",['Viki Peeva'],['p-660869']
place_o-991651,2024-01-24 18:43:05+00:00,place order,['o-991651'],['AlpenTech Innovations AG'],"['i-886416', 'i-886417', 'i-886418', 'i-886419']","['Kindle', 'Kindle', 'Kindle', 'iPhone 8']",,
pick_i-886016,2024-01-24 18:50:20+00:00,pick item,,,['i-886016'],['Echo Studio'],['Mahsa Bafrani'],
pick_i-885998,2024-01-24 18:55:36+00:00,pick item,,,['i-885998'],['Echo Show 8'],['Benedikt Knopp'],
pick_i-885999,2024-01-24 18:55:36+00:00,pick item,,,['i-885999'],['iPad'],['Christopher Schwanen'],
pick_i-885915,2024-01-24 19:09:57+00:00,pick item,,,['i-885915'],['Kindle Paperwhite'],['Nina Graves'],
pick_i-886370,2024-01-24 19:49:06+00:00,pick item,,,['i-886370'],['Fire Stick 4K'],['Leah Tacke genannt Unterberg'],
pick_i-886031,2024-01-24 20:03:21+00:00,pick item,,,['i-886031'],['Kindle Paperwhite'],['Benedikt Knopp'],
fail_p-660872_239,2024-01-24 20:15:25+00:00,failed delivery,,,"['i-885901', 'i-886269', 'i-886272', 'i-885944', 'i-885900', 'i-886274', 'i-886271', 'i-885981', 'i-886273']","['iPad Air', 'Echo', 'Fire Stick', 'iPhone 11 Pro', 'iPhone 11', 'iPhone 8', 'iPad', 'Kindle Paperwhite', 'Echo Dot']",['Yisong Zhang'],['p-660872']
confirm_o-991639,2024-01-24 21:12:26+00:00,confirm order,['o-991639'],['Eastern Oak Insurance Zrt.'],"['i-886367', 'i-886368', 'i-886369', 'i-886370', 'i-886371']","['Echo Plus', 'Kindle', 'iPhone 11', 'Fire Stick 4K', 'Echo']",['Istvan Koren'],
send_p-660876,2024-01-24 21:44:48+00:00,send package,,,"['i-886288', 'i-885962', 'i-886283', 'i-886284', 'i-886329', 'i-886328', 'i-885965', 'i-886022', 'i-886287']","['iPhone 8', 'iPhone 11 Pro', 'Echo Studio', 'iPad Pro', 'Kindle Paperwhite', 'MacBook Air', 'iPad Air', 'iPad Air', 'Kindle Paperwhite']","['Eduardo Goulart Rocha', 'Leah Tacke genannt Unterberg']",['p-660876']
place_o-991652,2024-01-24 21:45:26+00:00,place order,['o-991652'],['Mediterranea Luxury Cruises S.p.A.'],"['i-886420', 'i-886421', 'i-886422', 'i-886423']","['iPhone 11 Pro', 'iPhone 11 Pro', 'Kindle Paperwhite', 'iPhone 11']",,
pay_o-991590,2024-01-24 22:46:35+00:00,pay order,['o-991590'],,"['i-886190', 'i-886191']","['Echo', 'iPad Pro']",,
out_of_stock_i-886225,2024-01-24 22:56:40+00:00,item out of stock,,,['i-886225'],['Kindle Paperwhite'],['Detlef Wetzeler'],
confirm_o-991640,2024-01-24 22:59:37+00:00,confirm order,['o-991640'],['SwissPeak Timepieces AG'],"['i-886372', 'i-886373', 'i-886374']","['iPad Air', 'iPhone X', 'Echo Show 5']",['Christine von Dobbert'],
confirm_o-991641,2024-01-25 00:34:00+00:00,confirm order,['o-991641'],['Danube Pharmaceuticals BV'],"['i-886375', 'i-886376', 'i-886377', 'i-886378']","['Echo Studio', 'Fire Stick 4K', 'Echo Plus', 'Fire Stick 4K']",['Mara Nitschke'],
pick_i-886379,2024-01-25 01:19:26+00:00,pick item,,,['i-886379'],['iPhone X'],['Mahsa Bafrani'],
pay_o-991560,2024-01-25 01:39:34+00:00,pay order,['o-991560'],,"['i-886063', 'i-886064', 'i-886065', 'i-886066']","['iPad Air', 'Fire Stick', 'iPad mini', 'iPad mini']",,
create_p-660877,2024-01-25 02:29:06+00:00,create package,,,"['i-886289', 'i-886309', 'i-886305', 'i-886349', 'i-886353', 'i-886030', 'i-886031', 'i-886290']","['Echo', 'iPad Air', 'Echo Show 5', 'Kindle Paperwhite', 'Echo Show 5', 'Fire Stick 4K', 'Kindle Paperwhite', 'Echo Show 8']",['Christopher Schwanen'],['p-660877']
pick_i-886371,2024-01-25 02:29:06+00:00,pick item,,,['i-886371'],['Echo'],['Marco Pegoraro'],
pick_i-886368,2024-01-25 02:29:06+00:00,pick item,,,['i-886368'],['Kindle'],['Benedikt Knopp'],
confirm_o-991642,2024-01-25 02:42:46+00:00,confirm order,['o-991642'],['Danube Pharmaceuticals BV'],"['i-886379', 'i-886380', 'i-886381']","['iPhone X', 'Echo Show 5', 'Fire Stick']",['Christine von Dobbert'],
pick_i-886033,2024-01-25 02:44:48+00:00,pick item,,,['i-886033'],['MacBook Air'],['Benedikt Knopp'],
pick_i-886374,2024-01-25 04:16:17+00:00,pick item,,,['i-886374'],['Echo Show 5'],['Benedikt Knopp'],
out_of_stock_i-886223,2024-01-25 04:27:37+00:00,item out of stock,,,['i-886223'],['Kindle Paperwhite'],['Leah Tacke genannt Unterberg'],
pay_o-991564,2024-01-25 04:33:40+00:00,pay order,['o-991564'],,"['i-886088', 'i-886089', 'i-886090', 'i-886091']","['iPhone X', 'Echo', 'Kindle', 'iPhone X']",,
confirm_o-991643,2024-01-25 05:00:17+00:00,confirm order,['o-991643'],['Mediterranea Luxury Cruises S.p.A.'],"['i-886382', 'i-886383', 'i-886384', 'i-886385', 'i-886386', 'i-886387', 'i-886388']","['Fire Stick 4K', 'iPad mini', 'Echo Show 5', 'MacBook Pro', 'iPhone X', 'Echo Plus', 'Fire Stick']",['Wil van der Aalst'],
pick_i-886376,2024-01-25 05:50:40+00:00,pick item,,,['i-886376'],['Fire Stick 4K'],['Leah Tacke genannt Unterberg'],
pay_o-991565,2024-01-25 06:15:25+00:00,pay order,['o-991565'],,"['i-886092', 'i-886093', 'i-886094', 'i-886095']","['Echo Show 8', 'Fire Stick 4K', 'Fire Stick', 'MacBook Pro']",,
place_o-991653,2024-01-25 06:33:33+00:00,place order,['o-991653'],['Balkan Minerals d.o.o.'],"['i-886424', 'i-886425', 'i-886426']","['Fire Stick', 'Fire Stick 4K', 'Kindle Paperwhite']",,
pick_i-886342,2024-01-25 06:48:58+00:00,pick item,,,['i-886342'],['iPhone 11'],['Christopher Schwanen'],
pick_i-886361,2024-01-25 07:01:18+00:00,pick item,,,['i-886361'],['Echo'],['Detlef Wetzeler'],
confirm_o-991644,2024-01-25 07:10:23+00:00,confirm order,['o-991644'],['Mediterranea Luxury Cruises S.p.A.'],"['i-886389', 'i-886390', 'i-886391', 'i-886392', 'i-886393', 'i-886394', 'i-886395', 'i-886396']","['MacBook Air', 'iPhone 11', 'iPhone 8', 'MacBook Pro', 'iPad mini', 'iPhone 11 Pro', 'Echo Dot', 'Echo Show 8']",['Wil van der Aalst'],
send_p-660877,2024-01-25 07:29:06+00:00,send package,,,"['i-886289', 'i-886309', 'i-886305', 'i-886349', 'i-886353', 'i-886030', 'i-886031', 'i-886290']","['Echo', 'iPad Air', 'Echo Show 5', 'Kindle Paperwhite', 'Echo Show 5', 'Fire Stick 4K', 'Kindle Paperwhite', 'Echo Show 8']","['Gyunam Park', 'Detlef Wetzeler']",['p-660877']
pick_i-886380,2024-01-25 07:59:26+00:00,pick item,,,['i-886380'],['Echo Show 5'],['Detlef Wetzeler'],
pick_i-886381,2024-01-25 07:59:26+00:00,pick item,,,['i-886381'],['Fire Stick'],['Nina Graves'],
create_p-660878,2024-01-25 08:00:23+00:00,create package,,,"['i-886059', 'i-886087', 'i-886365', 'i-886364', 'i-886361', 'i-885880']","['MacBook Air', 'MacBook Pro', 'iPad mini', 'Echo', 'Echo', 'Echo Studio']",['Benedikt Knopp'],['p-660878']
pick_i-886395,2024-01-25 08:00:23+00:00,pick item,,,['i-886395'],['Echo Dot'],['Marco Pegoraro'],
pay_o-991577,2024-01-25 08:42:30+00:00,pay order,['o-991577'],,"['i-886141', 'i-886142']","['MacBook Air', 'iPhone 11']",,
pick_i-886345,2024-01-25 09:02:42+00:00,pick item,,,['i-886345'],['Echo Studio'],['Benedikt Knopp'],
pay_o-991567,2024-01-25 09:25:57+00:00,pay order,['o-991567'],,"['i-886099', 'i-886100']","['Echo Show 8', 'Fire Stick 4K']",,
pick_i-886118,2024-01-25 10:01:49+00:00,pick item,,,['i-886118'],['Fire Stick'],['Benedikt Knopp'],
place_o-991654,2024-01-25 10:13:00+00:00,place order,['o-991654'],['Eastern Oak Insurance Zrt.'],"['i-886427', 'i-886428', 'i-886429', 'i-886430', 'i-886431', 'i-886432', 'i-886433']","['Echo', 'iPad Air', 'MacBook Pro', 'Echo Studio', 'Fire Stick', 'Echo Plus', 'iPad']",,
pick_i-886382,2024-01-25 10:16:57+00:00,pick item,,,['i-886382'],['Fire Stick 4K'],['Benedikt Knopp'],
pick_i-886386,2024-01-25 10:16:57+00:00,pick item,,,['i-886386'],['iPhone X'],['Detlef Wetzeler'],
confirm_o-991645,2024-01-25 10:26:34+00:00,confirm order,['o-991645'],['SwissPeak Timepieces AG'],"['i-886397', 'i-886398']","['iPhone X', 'iPhone 8']",['Christine von Dobbert'],
create_p-660879,2024-01-25 10:30:10+00:00,create package,,,"['i-886313', 'i-886314', 'i-886312', 'i-886346', 'i-886348', 'i-886347', 'i-886345', 'i-886315']","['MacBook Air', 'Echo Dot', 'Echo', 'Echo Show 8', 'iPad Pro', 'Echo Show 8', 'Echo Studio', 'Echo']",['Benedikt Knopp'],['p-660879']
pick_i-886351,2024-01-25 10:30:10+00:00,pick item,,,['i-886351'],['Echo Studio'],['Mahsa Bafrani'],
pick_i-886350,2024-01-25 10:30:10+00:00,pick item,,,['i-886350'],['Echo Plus'],['Marco Pegoraro'],
place_o-991655,2024-01-25 11:44:05+00:00,place order,['o-991655'],['Iberian Sun Solaridades SA'],"['i-886434', 'i-886435', 'i-886436', 'i-886437', 'i-886438']","['Echo', 'iPad mini', 'iPad', 'iPhone 11 Pro', 'iPhone X']",,
pick_i-886389,2024-01-25 12:27:03+00:00,pick item,,,['i-886389'],['MacBook Air'],['Marco Pegoraro'],
pick_i-886393,2024-01-25 12:27:03+00:00,pick item,,,['i-886393'],['iPad mini'],['Nina Graves'],
pick_i-886390,2024-01-25 12:27:03+00:00,pick item,,,['i-886390'],['iPhone 11'],['Benedikt Knopp'],
pick_i-886394,2024-01-25 12:27:03+00:00,pick item,,,['i-886394'],['iPhone 11 Pro'],['Christopher Schwanen'],
send_p-660878,2024-01-25 13:00:23+00:00,send package,,,"['i-886059', 'i-886087', 'i-886365', 'i-886364', 'i-886361', 'i-885880']","['MacBook Air', 'MacBook Pro', 'iPad mini', 'Echo', 'Echo', 'Echo Studio']","['Gyunam Park', 'Leah Tacke genannt Unterberg']",['p-660878']
pick_i-886397,2024-01-25 13:29:54+00:00,pick item,,,['i-886397'],['iPhone X'],['Benedikt Knopp'],
place_o-991656,2024-01-25 13:46:16+00:00,place order,['o-991656'],['Danube Pharmaceuticals BV'],"['i-886439', 'i-886440', 'i-886441', 'i-886442', 'i-886443', 'i-886444', 'i-886445', 'i-886446', 'i-886447']","['iPhone 11', 'Echo Studio', 'Kindle Paperwhite', 'Fire Stick 4K', 'MacBook Air', 'Echo Show 5', 'MacBook Air', 'MacBook Air', 'Echo Dot']",,
send_p-660879,2024-01-25 15:30:10+00:00,send package,,,"['i-886313', 'i-886314', 'i-886312', 'i-886346', 'i-886348', 'i-886347', 'i-886345', 'i-886315']","['MacBook Air', 'Echo Dot', 'Echo', 'Echo Show 8', 'iPad Pro', 'Echo Show 8', 'Echo Studio', 'Echo']","['Eduardo Goulart Rocha', 'Benedikt Knopp']",['p-660879']
place_o-991657,2024-01-25 15:50:38+00:00,place order,['o-991657'],['Balkan Minerals d.o.o.'],['i-886448'],['Fire Stick 4K'],,
reorder_i-886120,2024-01-25 16:41:49+00:00,reorder item,,,['i-886120'],['iPad Air'],['Marco Pegoraro'],
reminder_o-991547_397,2024-01-25 16:58:42+00:00,payment reminder,['o-991547'],,"['i-886011', 'i-886012', 'i-886013']","['iPhone X', 'Echo Dot', 'iPad Pro']",,
pay_o-991561,2024-01-25 17:27:13+00:00,pay order,['o-991561'],,"['i-886067', 'i-886068', 'i-886069', 'i-886070', 'i-886071', 'i-886072', 'i-886073', 'i-886074', 'i-886075', 'i-886076']","['Fire Stick', 'iPhone 8', 'Echo Plus', 'iPad Pro', 'iPhone 11 Pro', 'iPhone 11', 'iPad mini', 'MacBook Pro', 'MacBook Pro', 'iPad Air']",,
place_o-991658,2024-01-25 17:59:21+00:00,place order,['o-991658'],['Celtica Green Farms Oy'],"['i-886449', 'i-886450', 'i-886451']","['MacBook Pro', 'Echo Show 5', 'Echo Plus']",,
pick_i-886363,2024-01-25 18:32:07+00:00,pick item,,,['i-886363'],['Kindle Paperwhite'],['Nina Graves'],
deliver_p-660874,2024-01-25 18:44:45+00:00,package delivered,,,"['i-886255', 'i-886257', 'i-886256', 'i-886258', 'i-886259', 'i-886023']","['Echo Show 5', 'iPad mini', 'iPad mini', 'iPhone 11', 'iPad Air', 'Echo Show 5']",['Yisong Zhang'],['p-660874']
confirm_o-991646,2024-01-25 20:23:24+00:00,confirm order,['o-991646'],['Iberian Sun Solaridades SA'],"['i-886399', 'i-886400', 'i-886401', 'i-886402', 'i-886403']","['MacBook Air', 'Kindle', 'iPhone 11 Pro', 'Echo Show 5', 'iPhone 11']",['Christine von Dobbert'],
place_o-991659,2024-01-25 20:34:15+00:00,place order,['o-991659'],['Mediterranea Luxury Cruises S.p.A.'],"['i-886452', 'i-886453', 'i-886454']","['Echo Studio', 'iPhone 11', 'iPad Pro']",,
deliver_p-660871,2024-01-25 20:40:36+00:00,package delivered,,,"['i-886261', 'i-886263', 'i-886264', 'i-886260', 'i-886262', 'i-886324', 'i-886326', 'i-886327', 'i-886316', 'i-885924']","['iPad', 'iPad Air', 'iPhone 8', 'Fire Stick 4K', 'iPhone 11', 'iPad Air', 'Echo Show 5', 'Echo Show 8', 'Echo Dot', 'iPad Air']",['Gyunam Park'],['p-660871']
pick_i-885964,2024-01-25 20:52:32+00:00,pick item,,,['i-885964'],['Echo Show 5'],['Mahsa Bafrani'],
create_p-660880,2024-01-25 21:12:19+00:00,create package,,,"['i-886121', 'i-886047', 'i-886079']","['MacBook Air', 'Echo Show 5', 'iPhone 11 Pro']",['Marco Pegoraro'],['p-660880']
pick_i-886047,2024-01-25 21:12:19+00:00,pick item,,,['i-886047'],['Echo Show 5'],['Detlef Wetzeler'],
confirm_o-991647,2024-01-25 22:21:34+00:00,confirm order,['o-991647'],['Eastern Oak Insurance Zrt.'],"['i-886404', 'i-886405']","['iPad Pro', 'Echo']",['Mara Nitschke'],
deliver_p-660875,2024-01-25 22:56:02+00:00,package delivered,,,"['i-886310', 'i-886311', 'i-885928', 'i-885932', 'i-885956']","['Echo', 'iPad Air', 'iPad Air', 'Echo Dot', 'Echo']",['Alessandro Berti'],['p-660875']
confirm_o-991648,2024-01-26 00:17:53+00:00,confirm order,['o-991648'],['SwissPeak Timepieces AG'],"['i-886406', 'i-886407', 'i-886408', 'i-886409']","['iPad Pro', 'Echo Studio', 'iPhone X', 'Echo Show 5']",['Christine von Dobbert'],
place_o-991660,2024-01-26 00:26:26+00:00,place order,['o-991660'],['AlpenTech Innovations AG'],"['i-886455', 'i-886456', 'i-886457', 'i-886458', 'i-886459']","['iPad Air', 'Kindle Paperwhite', 'iPhone X', 'Kindle', 'Echo Dot']",,
pick_i-886366,2024-01-26 00:33:38+00:00,pick item,,,['i-886366'],['Fire Stick 4K'],['Mahsa Bafrani'],
reorder_i-886208,2024-01-26 00:41:28+00:00,reorder item,,,['i-886208'],['Fire Stick 4K'],['Marco Pegoraro'],
pick_i-886369,2024-01-26 00:42:26+00:00,pick item,,,['i-886369'],['iPhone 11'],['Leah Tacke genannt Unterberg'],
create_p-660881,2024-01-26 01:50:40+00:00,create package,,,"['i-886320', 'i-886323', 'i-886322', 'i-886095', 'i-886035', 'i-886379', 'i-886033', 'i-886376', 'i-886380', 'i-886381', 'i-886375', 'i-886292']","['iPhone X', 'Kindle Paperwhite', 'Kindle Paperwhite', 'MacBook Pro', 'MacBook Air', 'iPhone X', 'MacBook Air', 'Fire Stick 4K', 'Echo Show 5', 'Fire Stick', 'Echo Studio', 'Fire Stick']",['Benedikt Knopp'],['p-660881']
pick_i-886375,2024-01-26 01:50:40+00:00,pick item,,,['i-886375'],['Echo Studio'],['Detlef Wetzeler'],
reorder_i-886278,2024-01-26 01:55:52+00:00,reorder item,,,['i-886278'],['Kindle'],['Benedikt Knopp'],
confirm_o-991649,2024-01-26 02:10:32+00:00,confirm order,['o-991649'],['Riviera Robotics SAS'],"['i-886410', 'i-886411']","['MacBook Air', 'Fire Stick 4K']",['Istvan Koren'],
send_p-660880,2024-01-26 02:12:19+00:00,send package,,,"['i-886121', 'i-886047', 'i-886079']","['MacBook Air', 'Echo Show 5', 'iPhone 11 Pro']","['Majid Rafiei', 'Christopher Schwanen']",['p-660880']
pick_i-886372,2024-01-26 02:29:37+00:00,pick item,,,['i-886372'],['iPad Air'],['Nina Graves'],
pay_o-991582,2024-01-26 02:59:21+00:00,pay order,['o-991582'],,"['i-886155', 'i-886156', 'i-886157', 'i-886158', 'i-886159', 'i-886160']","['Echo Show 5', 'Echo Show 8', 'MacBook Pro', 'Echo Show 5', 'iPhone 8', 'Fire Stick 4K']",,
pick_i-886041,2024-01-26 03:28:08+00:00,pick item,,,['i-886041'],['Kindle Paperwhite'],['Nina Graves'],
confirm_o-991650,2024-01-26 03:55:50+00:00,confirm order,['o-991650'],['Danube Pharmaceuticals BV'],"['i-886412', 'i-886413', 'i-886414', 'i-886415']","['iPhone 8', 'iPad Air', 'Kindle Paperwhite', 'iPad']",['Christine von Dobbert'],
pay_o-991410,2024-01-26 03:56:56+00:00,pay order,['o-991410'],,"['i-885491', 'i-885492']","['Echo Dot', 'Echo Dot']",,
pick_i-886391,2024-01-26 04:00:23+00:00,pick item,,,['i-886391'],['iPhone 8'],['Nina Graves'],
pick_i-886387,2024-01-26 04:03:37+00:00,pick item,,,['i-886387'],['Echo Plus'],['Benedikt Knopp'],
pick_i-886385,2024-01-26 04:03:37+00:00,pick item,,,['i-886385'],['MacBook Pro'],['Leah Tacke genannt Unterberg'],
pick_i-886115,2024-01-26 04:55:09+00:00,pick item,,,['i-886115'],['MacBook Air'],['Marco Pegoraro'],
confirm_o-991651,2024-01-26 05:26:25+00:00,confirm order,['o-991651'],['AlpenTech Innovations AG'],"['i-886416', 'i-886417', 'i-886418', 'i-886419']","['Kindle', 'Kindle', 'Kindle', 'iPhone 8']",['Wil van der Aalst'],
pick_i-886418,2024-01-26 06:16:25+00:00,pick item,,,['i-886418'],['Kindle'],['Marco Pegoraro'],
pick_i-886417,2024-01-26 06:16:25+00:00,pick item,,,['i-886417'],['Kindle'],['Marco Pegoraro'],
pick_i-886384,2024-01-26 06:16:57+00:00,pick item,,,['i-886384'],['Echo Show 5'],['Leah Tacke genannt Unterberg'],
pick_i-886383,2024-01-26 06:16:57+00:00,pick item,,,['i-886383'],['iPad mini'],['Benedikt Knopp'],
send_p-660881,2024-01-26 06:50:40+00:00,send package,,,"['i-886320', 'i-886323', 'i-886322', 'i-886095', 'i-886035', 'i-886379', 'i-886033', 'i-886376', 'i-886380', 'i-886381', 'i-886375', 'i-886292']","['iPhone X', 'Kindle Paperwhite', 'Kindle Paperwhite', 'MacBook Pro', 'MacBook Air', 'iPhone X', 'MacBook Air', 'Fire Stick 4K', 'Echo Show 5', 'Fire Stick', 'Echo Studio', 'Fire Stick']","['Yisong Zhang', 'Nina Graves']",['p-660881']
deliver_p-660876,2024-01-26 07:04:48+00:00,package delivered,,,"['i-886288', 'i-885962', 'i-886283', 'i-886284', 'i-886329', 'i-886328', 'i-885965', 'i-886022', 'i-886287']","['iPhone 8', 'iPhone 11 Pro', 'Echo Studio', 'iPad Pro', 'Kindle Paperwhite', 'MacBook Air', 'iPad Air', 'iPad Air', 'Kindle Paperwhite']",['Eduardo Goulart Rocha'],['p-660876']
pick_i-886392,2024-01-26 08:27:03+00:00,pick item,,,['i-886392'],['MacBook Pro'],['Detlef Wetzeler'],
confirm_o-991652,2024-01-26 08:28:46+00:00,confirm order,['o-991652'],['Mediterranea Luxury Cruises S.p.A.'],"['i-886420', 'i-886421', 'i-886422', 'i-886423']","['iPhone 11 Pro', 'iPhone 11 Pro', 'Kindle Paperwhite', 'iPhone 11']",['Wil van der Aalst'],
pay_o-991527,2024-01-26 08:32:46+00:00,pay order,['o-991527'],,"['i-885936', 'i-885937', 'i-885938']","['Echo Plus', 'Echo Show 8', 'iPhone 11']",,
place_o-991661,2024-01-26 09:29:10+00:00,place order,['o-991661'],['AlpenTech Innovations AG'],"['i-886460', 'i-886461']","['Fire Stick', 'iPad Air']",,
create_p-660882,2024-01-26 10:01:13+00:00,create package,,,"['i-886318', 'i-886395', 'i-886382', 'i-886386', 'i-886389', 'i-886393', 'i-886390', 'i-886394', 'i-886391', 'i-886387', 'i-886385', 'i-886384', 'i-886383', 'i-886392', 'i-886319']","['iPhone X', 'Echo Dot', 'Fire Stick 4K', 'iPhone X', 'MacBook Air', 'iPad mini', 'iPhone 11', 'iPhone 11 Pro', 'iPhone 8', 'Echo Plus', 'MacBook Pro', 'Echo Show 5', 'iPad mini', 'MacBook Pro', 'Echo Studio']",['Marco Pegoraro'],['p-660882']
pick_i-886409,2024-01-26 10:01:13+00:00,pick item,,,['i-886409'],['Echo Show 5'],['Christopher Schwanen'],
reorder_i-886236,2024-01-26 10:27:37+00:00,reorder item,,,['i-886236'],['iPad Air'],['Christopher Schwanen'],
place_o-991662,2024-01-26 11:16:26+00:00,place order,['o-991662'],['Carpathian Financial Services plc'],"['i-886462', 'i-886463', 'i-886464']","['Fire Stick', 'iPad Pro', 'Echo Studio']",,
pick_i-886415,2024-01-26 11:25:50+00:00,pick item,,,['i-886415'],['iPad'],['Detlef Wetzeler'],
place_o-991663,2024-01-26 12:50:57+00:00,place order,['o-991663'],['SwissPeak Timepieces AG'],"['i-886465', 'i-886466', 'i-886467', 'i-886468']","['Echo Plus', 'iPad Pro', 'iPad Pro', 'MacBook Air']",,
fail_p-660872_240,2024-01-26 13:55:25+00:00,failed delivery,,,"['i-885901', 'i-886269', 'i-886272', 'i-885944', 'i-885900', 'i-886274', 'i-886271', 'i-885981', 'i-886273']","['iPad Air', 'Echo', 'Fire Stick', 'iPhone 11 Pro', 'iPhone 11', 'iPhone 8', 'iPad', 'Kindle Paperwhite', 'Echo Dot']",['Yisong Zhang'],['p-660872']
reorder_i-886293,2024-01-26 14:13:00+00:00,reorder item,,,['i-886293'],['Echo Show 5'],['Christopher Schwanen'],
place_o-991664,2024-01-26 15:00:00+00:00,place order,['o-991664'],['Carpathian Financial Services plc'],"['i-886469', 'i-886470', 'i-886471']","['Echo Studio', 'iPhone 11', 'Echo']",,
send_p-660882,2024-01-26 15:01:13+00:00,send package,,,"['i-886318', 'i-886395', 'i-886382', 'i-886386', 'i-886389', 'i-886393', 'i-886390', 'i-886394', 'i-886391', 'i-886387', 'i-886385', 'i-886384', 'i-886383', 'i-886392', 'i-886319']","['iPhone X', 'Echo Dot', 'Fire Stick 4K', 'iPhone X', 'MacBook Air', 'iPad mini', 'iPhone 11', 'iPhone 11 Pro', 'iPhone 8', 'Echo Plus', 'MacBook Pro', 'Echo Show 5', 'iPad mini', 'MacBook Pro', 'Echo Studio']","['Majid Rafiei', 'Leah Tacke genannt Unterberg']",['p-660882']
pick_i-886425,2024-01-26 15:53:33+00:00,pick item,,,['i-886425'],['Fire Stick 4K'],['Leah Tacke genannt Unterberg'],
pick_i-886426,2024-01-26 15:53:33+00:00,pick item,,,['i-886426'],['Kindle Paperwhite'],['Detlef Wetzeler'],
pick_i-886420,2024-01-26 15:58:46+00:00,pick item,,,['i-886420'],['iPhone 11 Pro'],['Mahsa Bafrani'],
pick_i-886422,2024-01-26 15:58:46+00:00,pick item,,,['i-886422'],['Kindle Paperwhite'],['Leah Tacke genannt Unterberg'],
place_o-991665,2024-01-26 16:18:06+00:00,place order,['o-991665'],['Carpathian Financial Services plc'],['i-886472'],['Echo Studio'],,
reorder_i-886250,2024-01-26 16:48:03+00:00,reorder item,,,['i-886250'],['Echo Show 5'],['Leah Tacke genannt Unterberg'],
deliver_p-660877,2024-01-26 16:49:06+00:00,package delivered,,,"['i-886289', 'i-886309', 'i-886305', 'i-886349', 'i-886353', 'i-886030', 'i-886031', 'i-886290']","['Echo', 'iPad Air', 'Echo Show 5', 'Kindle Paperwhite', 'Echo Show 5', 'Fire Stick 4K', 'Kindle Paperwhite', 'Echo Show 8']",['Gyunam Park'],['p-660877']
pay_o-991569,2024-01-26 16:54:46+00:00,pay order,['o-991569'],,"['i-886105', 'i-886106', 'i-886107', 'i-886108', 'i-886109']","['iPad mini', 'Echo Studio', 'Echo Dot', 'Echo Studio', 'Kindle']",,
confirm_o-991653,2024-01-26 17:16:53+00:00,confirm order,['o-991653'],['Balkan Minerals d.o.o.'],"['i-886424', 'i-886425', 'i-886426']","['Fire Stick', 'Fire Stick 4K', 'Kindle Paperwhite']",['Christine von Dobbert'],
pick_i-886182,2024-01-26 17:34:09+00:00,pick item,,,['i-886182'],['Fire Stick'],['Mahsa Bafrani'],
place_o-991666,2024-01-26 17:54:17+00:00,place order,['o-991666'],['Vesta Fashion House GmbH'],"['i-886473', 'i-886474']","['Echo', 'Echo Show 5']",,
pick_i-886086,2024-01-26 18:39:27+00:00,pick item,,,['i-886086'],['Fire Stick 4K'],['Leah Tacke genannt Unterberg'],
